Word	Freq	Count	Epitran	CharSiu	XPF	WikiPron
lao	6.3368438039819885	15			l a u	
tzu	3.8021062823891927	9			t @ u	
li	63.79089429341868	151			l i	
luther	12.251231354365178	29			l u tʰ i ɾ	
rosa	366.6920281237577	868			ɾ u s a	
luxemburg	4.224562535987992	10			l u @ i m @ u ɾ @	
karl	43.51299412067632	103			k a ɾ l	
marx	12.251231354365178	29			m a ɾ @	
nietzsche	16.89825014395197	40			n i i t @ s tʃ i	
murasaki	1.689825014395197	4			m u ɾ a s a k i	
shikibu	2.112281267993996	5			ʃ i k i @ u	
george	150.8168825347713	357			@ i u ɾ @ i	
orwell	3.379650028790394	8			u ɾ w i ʎ	
pithagoras	2.112281267993996	5			p i tʰ a @ u ɾ a s	
william	163.4905701427353	387			w i ʎ i a m	
shakespeare	29.149481498317144	69			ʃ a k i s p i a ɾ i	
adam	29.994394005514742	71			a @ a m	
smith	57.87650674303549	137			s m i tʰ	
sokratis	2.9571937751915947	7			s u k ɾ a t i s	
sun	37.17615031669433	88			s u n	
tolkien	4.224562535987992	10			t u l k i i n	
tu	118.71020726126258	281			t u	
tomás	84.91370697335864	201			t u m @ s	
aquinomanta	1.2673687607963977	3			a q u i n u m a n t a	
santo	140.25547619480133	332			s a n t u	
aquino	14.363512622359174	34			a q u i n u	
mary	79.84423193017305	189			m a ɾ j	
konfusi	1.2673687607963977	3			k u n @ u s i	
confucio	1.2673687607963977	3			@ u n @ u @ i u	
sima	6.3368438039819885	15			s i m a	
qian	4.224562535987992	10			q i a n	
pulitiku	1098.3862593568779	2600			p u l i t i k u	
unay	47.315100403065514	112			u n a j	
llaqta	9851.2573776704	23319			ʎ a q t a	
pushaqkuna	1.2673687607963977	3			p u ʃ a q k u n a	
políticos	5.069475043185591	12			p u l @ t i @ u s	
otros	92.09546328453823	218			u t ɾ u s	
líderes	1.689825014395197	4			l @ @ i ɾ i s	
del	3061.118013576899	7246			@ i l	
pasado	21.122812679939962	50			p a s a @ u	
hatun	2022.7205422310506	4788			h a t u n	
akbar	2.5347375215927954	6			a k @ a ɾ	
caesar	12.251231354365178	29			@ a i s a ɾ	
augustus	4.224562535987992	10			a u @ u s t u s	
awgustu	1.2673687607963977	3			a w @ u s t u	
sisar	1.2673687607963977	3			s i s a ɾ	
otto	25.347375215927954	60			u t t u	
bismarck	5.914387550383189	14			@ i s m a ɾ @ k	
simón	76.88703815498145	182			s i m @ n	
bolívar	255.58603342727352	605			@ u l @ @ a ɾ	
carolus	2.112281267993996	5			@ a ɾ u l u s	
magnus	10.138950086371182	24			m a @ n u s	
karlus	8.026668818377185	19			k a ɾ l u s	
carlos	551.305410946433	1305			@ a ɾ l u s	
alimanyap	17.32070639755077	41			a l i m a n j a p	
pichqa	102.6568696245082	243			p i tʃ q a	
ñiqin	1965.6889479952126	4653			ɲ i q i n	
ispañap	20.700356426341163	49			i s p a ɲ a p	
felipe	117.86529475406498	279			@ i l i p i	
ii	299.94394005514744	710			i i	
katuliku	12.251231354365178	29			k a t u l i k u	
qhapaqkuna	2.112281267993996	5			qʰ a p a q k u n a	
abderramán	1.2673687607963977	3			a @ @ i ɾ ɾ a m @ n	
abd	5.914387550383189	14			a @ @	
el	4164.9962042305615	9859			i l	
xiv	22.39018144073636	53			@ i @	
winston	8.871581325574784	21			w i n s t u n	
churchill	13.096143861562776	31			tʃ u ɾ tʃ i ʎ	
vii	51.53966293905351	122			@ i i	
julius	18.165618904748367	43			@ u l i u s	
ferdinand	14.363512622359174	34			@ i ɾ @ i n a n @	
mohandas	1.689825014395197	4			m u h a n @ a s	
gandhi	13.941056368760375	33			@ a n @ h i	
gaulle	5.069475043185591	12			@ a u ʎ i	
qhapaqnin	19.010531411945966	45			qʰ a p a q n i n	
adolf	18.588075158347166	44			a @ u l @	
jefferson	15.63088138315557	37			@ i @ @ i ɾ s u n	
xxiii	9.716493832772382	23			@ @ i i i	
pawlu	132.22880737642416	313			p a w l u	
khan	30.41685025911354	72			kʰ a n	
abraham	24.502462708730356	58			a @ ɾ a h a m	
lincoln	21.96772518713756	52			l i n @ u l n	
bonaparte	4.224562535987992	10			@ u n a p a ɾ t i	
nelson	37.17615031669433	88			n i l s u n	
mandela	6.3368438039819885	15			m a n @ i l a	
mao	14.785968875957971	35			m a u	
zedong	5.914387550383189	14			@ i @ u n @	
benito	43.09053786707752	102			@ i n i t u	
mussolini	3.8021062823891927	9			m u s s u l i n i	
kwame	2.112281267993996	5			k w a m i	
nkrumah	2.112281267993996	5			n k ɾ u m a h	
pidru	68.01545682940667	161			p i @ ɾ u	
rusiyap	4.647018789586792	11			ɾ u s i j a p	
pol	1.689825014395197	4			p u l	
pot	2.9571937751915947	7			p u t	
franklin	24.924918962329155	59			@ ɾ a n k l i n	
roosevelt	10.98386259356878	26			ɾ u u s i @ i l t	
shaka	1.2673687607963977	3			ʃ a k a	
zulu	3.8021062823891927	9			@ u l u	
toro	40.133344091885924	95			t u ɾ u	
sentado	2.112281267993996	5			s i n t a @ u	
josef	13.518600115161576	32			@ u s i @	
stalin	4.647018789586792	11			s t a l i n	
lang	11.828775100766379	28			l a n @	
lew	3.8021062823891927	9			l i w	
harry	62.101069279023484	147			h a ɾ ɾ j	
truman	10.138950086371182	24			t ɾ u m a n	
victoria	132.65126363002295	314			@ i @ t u ɾ i a	
quya	30.83930651271234	73			q u j a	
qhapaq	1008.8255335939325	2388			qʰ a p a q	
warmin	12.251231354365178	29			w a ɾ m i n	
