Word	Freq	Count	Epitran	CharSiu	XPF	WikiPron
formaður	215.90810270577515	2741		f ɔ r m aː ð ʏ r		f ɔ r m aː ð ʏ r
maður	215.27794406964009	2733		m aː ð ʏ r		m a ð ʏ r
ný	214.96286475157257	2729		n iː		n iː
la	214.7265552630219	2726		l aː		
árin	211.96961122993102	2691		a uː r ɪ n		
hátt	209.52774651490768	2660		h a u h t		
þrátt	209.13389736732324	2655		θ r a u h t		
alla	208.66127839022195	2649		a t l a		
mikil	208.66127839022195	2649		m ɪː c ɪ l		
stendur	208.66127839022195	2649		s t ɛ n t ʏ r		
háskóla	207.87358009505314	2639		h a uː s k o uː l a		
þekkt	207.00711197036742	2628		θ ɛ x t		
for	206.92834214085053	2627		f ɔː r		f ɔː r
karl	206.92834214085053	2627		kʰ a r t l		kʰ a t l
sigurður	206.77080248181676	2625		s ɪː ɣ ʏ r ð ʏ r		
stofnuð	206.14064384568172	2617		s t ɔ p n ʏ ð		
einu	205.6680248685804	2611		e iː n ʏ		
aldrei	205.58925503906354	2610		a l t r e iː		a l t r e iː
faðir	205.35294555051289	2607		f aː ð ɪ r		f aː ð ɪ r
york	205.274175720996	2606		iː ɔ r̥ k		
stjórnmálamaður	204.17139810775964	2592		s t j o u r t n͡m a uː l a m aː ð ʏ r		s t j o u r t n m a uː l a m aː ð ʏ r
helstu	202.75354117645577	2574		h ɛ l s t ʏ		
knattspyrnu	202.28092219935448	2568		kʰ n a h t͡s p ɪ r t n ʏ		
síðustu	202.1233825403207	2566		s iː ð ʏ s t ʏ		
vinna	201.7295333927363	2561		v ɪ nː a		v ɪ nː a
ensku	201.57199373370253	2559		ɛ n s k ʏ		ɛ n s k ʏ
einkum	201.33568424515187	2556		e i ŋ̊ k ʏ m		e i n̥ k ʏ m
ísland	201.25691441563498	2555		i s t l a n t		
yfirleitt	200.7842954385337	2549		ɪː v ɪ r l e i h t		
nokkur	200.3116764614324	2543		n ɔ h k ʏ r		n ɔ h k ʏ r
eldri	200.07536697288177	2540		ɛ l t r ɪ		
milljónir	199.68151782529733	2535		m ɪ l j o uː n ɪ r		
allir	199.36643850722982	2531		a t l ɪ r		
lok	198.89381953012852	2525		l ɔː k		l ɔː k
móti	198.73627987109475	2523		m o uː t ɪ		
efni	198.0273514054428	2514		ɛ p n ɪ		ɛ p n ɪ
tegund	198.0273514054428	2514		tʰ ɛː ɣ ʏ n t		tʰ ɛː ɣ ʏ n t
notkun	196.37318498558827	2493		n ɔː t k ʏ n		n ɔː t k ʏ n
ítalíu	195.90056600848698	2487		iː tʰ a l iː j ʏ		
stofnun	194.32516941814933	2467		s t ɔ p n ʏ n		s t ɔ p n ʏ n
fyrrum	194.16762975911556	2465		f ɪ rː ʏ m		
